id,Model,ProductCode,PlannedQty,OTSTargeDate
692,GT4A0,NB01,1,2020/10/24
693,GT4A0,NB01,30,2020/10/24
694,GP54G,NB01,1,2020/11/27
695,GL5A0,NB01,1,2020/10/25
696,GT4A0,NB01,20,2020/10/25
697,HC130,NB12,10,2020/11/2
698,GL4A5,NB01,2,2020/8/30
699,GV451,NB12,300,2020/10/1
700,GV451,NB12,204,2020/10/1
701,FYG41,NB12,32,2020/11/2
702,GE520,NB01,200,2020/8/31
703,GL5A5,NB01,60,2020/8/31
704,GYGB0,NB12,100,2020/10/1
705,GYGB0,NB12,50,2020/10/1
706,GL4A5,NB01,1,2020/8/31
707,GYGB0,NB12,50,2020/10/1
708,FE595,NB01,1,2020/10/9
709,FE595,NB01,1,2020/10/9
710,FE595,NB01,1,2020/10/9
711,FE595,NB01,1,2020/10/9
712,FE595,NB01,1,2020/10/9
713,FE595,NB01,1,2020/10/9
714,FE595,NB01,1,2020/10/10
715,FE595,NB01,1,2020/10/10
716,GX4A0,NB01,10,2020/10/12
717,FE595,NB01,1,2020/10/10
718,FE595,NB01,1,2020/10/10
719,FE595,NB01,1,2020/10/10
720,FYG80,NB12,111,2020/11/2
721,FYG80,NB12,1,2020/10/19
722,FYG80,NB12,1,2020/10/19
723,FYG80,NB12,49,2020/11/2
724,FYG80,NB12,127,2020/11/2
725,FYG80,NB12,7,2020/11/2
726,FYG50,NB12,1,2020/10/19
727,FYG50,NB12,1,2020/10/20
728,GL5A0,NB01,1,2020/10/20
729,GT4A0,NB01,1,2020/10/20
730,GT4A0,NB01,1,2020/10/20
731,GT4A0,NB01,1,2020/10/20
732,GT4A0,NB01,2,2020/10/20
733,FE595,NB01,1,2020/10/10
734,HS150,NB12,1,2020/10/1
735,GT4A0,NB01,2,2020/10/25
736,HS550,NB12,120,2020/10/1
737,GP540,NB01,2,2020/11/2
738,GT4A0,NB01,1,2020/10/20
739,GT4A0,NB01,1,2020/10/20
740,FYG50,NB12,1,2020/10/20
741,FYG50,NB12,1,2020/10/20
742,FYG41,NB12,1,2020/10/20
743,FYG50,NB12,1,2020/10/20
744,GX4A0,NB01,2,2020/10/20
745,GL4A0,NB01,5,2020/10/20
746,FYG50,NB12,1,2020/10/20
747,FYG50,NB12,1,2020/10/20
748,FYG50,NB12,5,2020/10/20
749,FE595,NB01,1,2020/10/10
750,GT4A1,NB01,4,2020/10/10
751,FE595,NB01,1,2020/10/10
752,FE595,NB01,1,2020/10/10
753,FE595,NB01,1,2020/10/10
754,FE595,NB01,2,2020/10/10
755,FE495,NB01,2,2020/10/12
756,FE495,NB01,300,2020/10/12
757,FE495,NB01,198,2020/10/12
758,GT4A1,NB01,5,2020/10/19
759,FE595,NB01,2,2020/10/11
760,GL4A0,NB01,2,2020/10/11
761,GY55D,NB12,2,2020/10/28
762,GY55D,NB12,298,2020/10/28
763,FG541,NB12,126,2020/11/2
764,HS150,NB12,73,2020/10/2
765,HC150,NB12,2,2020/10/1
766,HC150,NB12,198,2020/10/1
767,GE520,NB01,80,2020/9/17
768,GE520,NB01,150,2020/9/6
769,HC110,NB12,20,2020/11/1
770,HC110,NB12,15,2020/11/1
771,HC150,NB12,20,2020/11/2
772,GT4A0,NB01,85,2020/10/25
773,GT4A0,NB01,1,2020/10/25
774,GT4A0,NB01,1,2020/10/25
775,GT4A0,NB01,11,2020/10/25
776,GT4A0,NB01,9,2020/10/25
777,GT4A0,NB01,25,2020/10/25
778,GX3A1,NB01,10,2020/10/25
779,GYG50,NB01,4,2020/10/25
780,GL4A0,NB01,1,2020/10/25
781,GYG50,NB01,10,2020/10/27
782,GT4A0,NB01,1,2020/10/25
783,HS550,NB12,120,2020/10/1
784,HS550,NB12,120,2020/10/1
785,HS550,NB12,120,2020/10/1
786,HS550,NB12,120,2020/10/1
787,HS550,NB12,120,2020/10/1
788,HS550,NB12,120,2020/10/1
789,HS550,NB12,120,2020/10/1
790,HS550,NB12,120,2020/10/1
791,HS550,NB12,120,2020/10/1
792,HS550,NB12,120,2020/10/1
793,HS550,NB12,120,2020/10/1
794,HS550,NB12,120,2020/10/1
795,GP540,NB01,64,2020/11/2
796,GT4A0,NB01,2,2020/11/2
797,GP540,NB01,2,2020/11/2
798,GP540,NB01,64,2020/11/2
799,GP540,NB01,43,2020/11/2
800,GL5A0,NB01,1,2020/11/1
801,GX4A0,NB01,1,2020/11/1
802,FX490,NB01,1,2020/11/3
803,GT4A0,NB01,3,2020/11/4
804,GT4A0,NB01,2,2020/11/4
805,FX490,NB01,1,2020/11/4
806,GL5A0,NB01,1,2020/10/20
807,GL4A0,NB01,84,2020/10/11
808,GX4A0,NB01,2,2020/9/8
809,GT4A0,NB01,1,2020/10/25
810,HS550,NB12,120,2020/10/1
811,FP531,NB01,3,2020/11/3
812,GT4A0,NB01,1,2020/10/20
813,GT4A0,NB01,2,2020/10/20
814,GT4A0,NB01,258,2020/10/20
815,GT4A0,NB01,3,2020/10/21
816,GT4A0,NB01,1,2020/10/20
817,GT4A0,NB01,1,2020/10/20
818,GT4A0,NB01,1,2020/10/20
819,FG542,NB12,2,2020/10/22
820,FG542,NB12,123,2020/10/22
821,FG542,NB12,2,2020/10/22
822,GP540,NB01,1,2020/10/13
823,GL4A0,NB01,4,2020/10/13
824,FE595,NB01,1,2020/10/11
825,GT4A1,NB01,40,2020/10/13
826,FE595,NB01,1,2020/10/11
827,GT4A1,NB01,3,2020/10/13
828,GT4A0,NB01,1,2020/10/12
829,GT4A0,NB01,1,2020/10/12
830,FE595,NB01,7,2020/10/11
831,FE595,NB01,1,2020/10/11
832,GL4A0,NB01,1,2020/10/11
833,FE595,NB01,1,2020/10/12
834,GE520,NB01,150,2020/9/8
835,GX4A0,NB01,1,2020/9/8
836,FG542,NB12,300,2020/10/26
837,FG542,NB12,75,2020/10/26
838,HS153,NB12,78,2020/10/15
839,HS153,NB12,78,2020/10/15
840,HC131,NB12,18,2020/10/15
841,HC131,NB12,5,2020/10/15
842,GE520,NB01,50,2020/9/12
843,FYG80,NB12,25,2020/11/2
844,FYG80,NB12,25,2020/11/2
845,GL5A0,NB01,2,2020/10/25
846,GT4A0,NB01,99,2020/10/25
847,GL5A0,NB01,1,2020/10/25
848,GP4A0,NB01,1,2020/10/25
849,GP4A0,NB01,1,2020/10/25
850,GP540,NB01,12,2020/10/25
851,GP540,NB01,15,2020/10/25
852,GP540,NB01,4,2020/10/25
853,GP740,NB01,6,2020/10/25
854,GP740,NB01,3,2020/10/25
855,GT4A0,NB01,1,2020/10/25
856,HS550,NB12,120,2020/10/1
857,HS550,NB12,120,2020/10/1
858,HS550,NB12,120,2020/10/1
859,HS550,NB12,120,2020/10/1
860,HS550,NB12,120,2020/10/1
861,HS550,NB12,120,2020/10/1
862,HS550,NB12,120,2020/10/1
863,HS550,NB12,120,2020/10/1
864,HS550,NB12,120,2020/10/1
865,HS550,NB12,120,2020/10/1
866,HS550,NB12,120,2020/10/1
867,HS550,NB12,120,2020/10/1
868,GP540,NB01,1,2020/11/5
869,GP540,NB01,1,2020/11/5
870,GP540,NB01,1,2020/11/5
871,GP540,NB01,1,2020/11/5
872,GP540,NB01,1,2020/11/5
873,GP540,NB01,1,2020/11/5
874,GP540,NB01,1,2020/11/5
875,GP540,NB01,1,2020/11/5
876,GP54G,NB01,1,2020/11/5
877,GP54G,NB01,1,2020/11/5
878,GP540,NB01,6,2020/11/5
879,GYG50,NB01,2,2020/11/5
880,FG542,NB12,123,2020/10/22
881,GT4A0,NB01,1,2020/10/12
882,GE520,NB01,40,2020/9/18
883,GT4A0,NB01,9,2020/10/25
884,HS550,NB12,120,2020/10/1
885,GE420,NB01,1,2020/11/5
886,FYG41,NB12,1,2020/10/20
887,GT5A1,NB01,2,2020/10/20
888,FYG50,NB12,1,2020/10/20
889,GT4A0,NB01,5,2020/10/20
890,GT4A0,NB01,20,2020/10/20
891,GT4A0,NB01,5,2020/10/20
892,FYG50,NB12,1,2020/10/21
893,FYG50,NB12,1,2020/10/21
894,GT4A0,NB01,120,2020/10/21
895,FYG41,NB12,1,2020/10/21
896,GT4A0,NB01,3,2020/10/21
897,FE595,NB01,1,2020/10/12
898,GY55H,NB12,9,2020/11/2
899,GT4A1,NB01,1,2020/10/14
900,GX4A0,NB01,2,2020/10/14
901,FE595,NB01,3,2020/10/12
902,FE595,NB01,1,2020/10/12
903,GX4A0,NB01,1,2020/10/12
904,GYG50,NB01,3,2020/10/14
905,GT4A1,NB01,2,2020/10/14
906,GT4A1,NB01,198,2020/10/14
907,GP540,NB01,1,2020/10/12
908,FE595,NB01,1,2020/10/13
909,HC150,NB12,31,2020/10/2
910,FE4A0,NB01,300,2020/9/15
911,FE4A0,NB01,300,2020/9/15
912,FE4A0,NB01,300,2020/9/15
913,FE4A0,NB01,150,2020/9/15
914,HC150,NB12,1,2020/10/15
915,GY510,NB12,5,2020/10/15
916,FE5A0,NB01,300,2020/9/16
917,FE5A0,NB01,168,2020/9/16
918,FE5A0,NB01,53,2020/9/23
919,FE5A0,NB01,84,2020/9/17
920,FYG41,NB12,5,2020/11/2
921,GT4A0,NB01,27,2020/10/25
922,GT4A0,NB01,1,2020/10/25
923,GT4A0,NB01,2,2020/10/25
924,GT4A0,NB01,73,2020/10/25
925,GYG50,NB01,1,2020/10/29
926,GYG50,NB01,3,2020/10/25
927,GT4A0,NB01,4,2020/10/25
928,GL4A5,NB01,1,2020/10/25
929,GYG50,NB01,10,2020/10/25
930,GYG50,NB01,10,2020/10/25
931,GP540,NB01,5,2020/10/25
932,GY510,NB12,1,2020/9/21
933,GY552,NB12,224,2020/11/2
934,GY552,NB12,224,2020/11/2
935,GY552,NB12,224,2020/11/2
936,GY552,NB12,224,2020/11/2
937,GY552,NB12,224,2020/11/2
938,GY552,NB12,224,2020/11/1
939,GY552,NB12,224,2020/11/1
940,GY552,NB12,224,2020/11/1
941,GY552,NB12,224,2020/11/1
942,GP540,NB01,1,2020/11/5
943,FR4A0,NB01,1,2020/11/5
944,FX490,NB01,3,2020/11/5
945,GX4A0,NB01,2,2020/11/4
946,GL4A0,NB01,1,2020/11/4
947,FS434,NB12,1,2020/6/13
948,GT4A0,NB01,5,2020/10/21
949,FE595,NB01,1,2020/10/13
950,FE5A0,NB01,300,2020/9/15
951,GP740,NB01,2,2020/10/25
952,GY552,NB12,224,2020/11/1
953,GT4A0,NB01,3,2020/10/21
954,GT4A0,NB01,14,2020/10/21
955,GT4A0,NB01,100,2020/10/21
956,GT4A0,NB01,2,2020/10/21
957,FYG50,NB12,1,2020/10/21
958,FYG50,NB12,1,2020/10/21
959,GT4A0,NB01,10,2020/10/21
960,GL5A0,NB01,1,2020/10/21
961,GT4A0,NB01,10,2020/10/21
962,FYG50,NB12,1,2020/10/21
963,FYG50,NB12,1,2020/10/21
964,FYG50,NB12,1,2020/10/21
965,FYG50,NB12,1,2020/10/21
966,GT4A0,NB01,1,2020/10/21
967,GT4A0,NB01,1,2020/10/21
968,FP730,NB01,15,2020/10/21
969,FYG80,NB12,1,2020/10/21
970,FYG50,NB12,1,2020/10/21
971,GT4A0,NB01,11,2020/10/22
972,GT4A0,NB01,15,2020/10/22
973,GP4A0,NB01,2,2020/10/22
974,GT4A0,NB01,1,2020/10/22
975,GT4A0,NB01,1,2020/10/21
976,FE595,NB01,1,2020/10/13
977,FE595,NB01,1,2020/10/13
978,GT4A1,NB01,1,2020/10/15
979,FE595,NB01,1,2020/10/13
980,GE4B0,NB01,1,2020/10/13
981,GT4A1,NB01,1,2020/10/13
982,GT4A1,NB01,1,2020/10/13
983,GT4A1,NB01,1,2020/10/13
984,FE595,NB01,1,2020/10/13
985,FE595,NB01,1,2020/10/13
986,GT4A0,NB01,20,2020/10/13
987,FE595,NB01,1,2020/10/13
988,FE5A0,NB01,300,2020/9/15
989,FE5A0,NB01,120,2020/9/15
990,FE5A0,NB01,300,2020/9/15
991,FE5A0,NB01,300,2020/9/15
992,FE5A0,NB01,120,2020/9/15
993,FE5A0,NB01,168,2020/9/18
994,GL4A5,NB01,10,2020/9/16
995,GY530,NB12,1,2020/11/2
996,FE5A0,NB01,300,2020/9/17
997,FE5A0,NB01,300,2020/9/17
998,FE5A0,NB01,120,2020/9/17
999,GT4A0,NB01,4,2020/10/25
1000,GT4A0,NB01,2,2020/10/25
1001,GT4A0,NB01,6,2020/10/25
1002,GT4A0,NB01,22,2020/10/25
1003,GL4A0,NB01,1,2020/10/25
1004,GT4A0,NB01,5,2020/10/25
1005,GT4A0,NB01,2,2020/10/25
1006,GT4A0,NB01,25,2020/10/25
1007,GYG50,NB01,6,2020/10/25
1008,GT4A0,NB01,2,2020/10/25
1009,GT4A0,NB01,131,2020/10/25
1010,GY552,NB12,224,2020/11/2
1011,GY552,NB12,224,2020/11/1
1012,GY552,NB12,224,2020/11/1
1013,GY552,NB12,224,2020/11/1
1014,GY552,NB12,224,2020/11/1
1015,GY552,NB12,224,2020/11/2
1016,GY552,NB12,224,2020/11/1
1017,GY552,NB12,224,2020/11/1
1018,GY552,NB12,224,2020/11/1
1019,GY552,NB12,224,2020/11/1
1020,GT4A0,NB01,30,2020/10/21
1021,FE595,NB01,1,2020/10/13
1022,GV450,NB12,5,2020/10/2
1023,GT4A0,NB01,5,2020/10/26
1024,GY552,NB12,224,2020/11/1
1025,FYG80,NB12,1,2020/10/22
1026,GP4A0,NB01,1,2020/10/22
1027,FYG50,NB12,1,2020/10/22
1028,FYG50,NB12,1,2020/10/22
1029,GT4A0,NB01,13,2020/10/22
1030,FYG41,NB12,1,2020/10/22
1031,FYG41,NB12,1,2020/10/22
1032,GL4A0,NB01,51,2020/10/22
1033,GL4A0,NB01,6,2020/10/22
1034,FYG41,NB12,1,2020/10/22
1035,GT4A0,NB01,5,2020/10/22
1036,HS355,NB12,2,2020/10/22
1037,HS355,NB12,208,2020/10/22
1038,FYG50,NB12,1,2020/10/22
1039,FYG41,NB12,1,2020/10/22
1040,GT4A0,NB01,10,2020/10/24
1041,FYG50,NB12,1,2020/10/22
1042,GP4A0,NB01,5,2020/10/22
1043,GT4A0,NB01,25,2020/10/22
1044,GX4A0,NB01,135,2020/10/22
1045,FYG50,NB12,1,2020/10/22
1046,GL4A0,NB01,2,2020/10/22
1047,GT4A0,NB01,1,2020/10/22
1048,FE595,NB01,1,2020/10/13
1049,FE595,NB01,1,2020/10/14
1050,GX3A1,NB01,1,2020/10/14
1051,GYG50,NB01,4,2020/10/14
1052,GL5A0,NB01,4,2020/10/16
1053,FE595,NB01,1,2020/10/14
1054,FE595,NB01,3,2020/10/14
1055,FE595,NB01,1,2020/10/14
1056,GT4A0,NB01,15,2020/10/14
1057,FE595,NB01,2,2020/10/14
1058,GT4A0,NB01,5,2020/10/14
1059,GT4A0,NB01,1,2020/10/14
1060,GY510,NB12,1,2020/10/2
1061,GP540,NB01,10,2020/9/21
1062,GYG41,NB12,10,2020/11/2
1063,FYG80,NB12,9,2020/11/2
1064,GYG41,NB12,10,2020/11/2
1065,GL4A5,NB01,5,2020/9/19
1066,FE4A0,NB01,90,2020/9/20
1067,GY55H,NB12,75,2020/10/2
1068,GY55H,NB12,50,2020/10/2
1069,GY55H,NB12,40,2020/10/2
1070,GL4A5,NB01,4,2020/9/20
1071,GYG50,NB01,1,2020/10/26
1072,GT4A0,NB01,2,2020/10/26
1073,GT4A0,NB01,1,2020/10/26
1074,GT4A0,NB01,1,2020/10/26
1075,GT4A0,NB01,1,2020/10/26
1076,GT4A0,NB01,1,2020/10/25
1077,GT4A0,NB01,2,2020/10/26
1078,GT5A1,NB01,4,2020/10/26
1079,GP540,NB01,1,2020/10/26
1080,GT4A0,NB01,1,2020/10/26
1081,GT4A0,NB01,1,2020/10/26
1082,GY552,NB12,224,2020/11/1
1083,GY552,NB12,192,2020/11/1
1084,GY552,NB12,192,2020/11/2
1085,GY552,NB12,224,2020/11/2
1086,GY557,NB12,224,2020/10/1
1087,GY557,NB12,224,2020/10/1
1088,GY557,NB12,224,2020/10/1
1089,GV453,NB12,1,2020/11/15
1090,GY55W,NB12,224,2020/11/2
1091,GL4A5,NB01,90,2020/9/3
1092,GY510,NB12,170,2020/9/14
1093,GT4A0,NB01,1,2020/10/22
1094,GT4A0,NB01,2,2020/10/14
1095,FE595,NB01,65,2020/9/20
1096,GT4A0,NB01,8,2020/10/26
1097,GS452,NB12,260,2020/11/1
1098,GT4A0,NB01,11,2020/10/22
1099,GT4A0,NB01,1,2020/10/22
1100,FYG50,NB12,1,2020/10/22
1101,FYG50,NB12,1,2020/10/24
1102,FYG50,NB12,1,2020/10/24
1103,FYG80,NB12,1,2020/10/24
1104,FYG50,NB12,1,2020/10/24
1105,FYG50,NB12,1,2020/10/24
1106,FYG50,NB12,1,2020/10/24
1107,FYG50,NB12,1,2020/10/24
1108,FYG50,NB12,1,2020/10/24
1109,GX4A0,NB01,1,2020/10/24
1110,GT4A0,NB01,2,2020/10/14
1111,FE595,NB01,4,2020/10/14
1112,GT4A0,NB01,10,2020/10/15
1113,GT4A0,NB01,1,2020/10/15
1114,GT4A0,NB01,2,2020/10/15
1115,GT4A0,NB01,1,2020/10/15
1116,FE595,NB01,1,2020/10/15
1117,FE595,NB01,1,2020/10/15
1118,FE595,NB01,1,2020/10/16
1119,FE595,NB01,1,2020/10/15
1120,FE595,NB01,1,2020/10/16
1121,GT4A1,NB01,1,2020/10/16
1122,GYG41,NB12,10,2020/11/2
1123,GYG41,NB12,20,2020/11/2
1124,GYG41,NB12,10,2020/11/2
1125,GYG41,NB12,15,2020/11/2
1126,GYG41,NB12,5,2020/11/2
1127,GYG41,NB12,20,2020/11/2
1128,GYG51,NB12,5,2020/11/2
1129,GYG41,NB12,20,2020/11/2
1130,GYG41,NB12,10,2020/11/2
1131,GYG41,NB12,10,2020/11/2
1132,GYG41,NB12,16,2020/11/2
1133,GYG41,NB12,10,2020/11/2
1134,GYG41,NB12,10,2020/11/2
1135,FX490,NB01,22,2020/10/26
1136,GT4A0,NB01,10,2020/10/26
1137,FX490,NB01,15,2020/10/26
1138,GT4A0,NB01,1,2020/10/26
1139,GT4A0,NB01,1,2020/10/26
1140,GX4A0,NB01,44,2020/10/28
1141,GYG50,NB01,6,2020/10/26
1142,GT4A0,NB01,16,2020/10/26
1143,GX3A1,NB01,10,2020/11/4
1144,GT4A0,NB01,5,2020/10/26
1145,GP54G,NB01,2,2020/11/5
1146,GYG50,NB01,10,2020/10/24
1147,FE595,NB01,1,2020/10/16
1148,GYG41,NB12,10,2020/11/2
1149,GL4A0,NB01,20,2020/10/26
1150,GT4A0,NB01,7,2020/10/24
1151,GT4A0,NB01,1,2020/10/25
1152,GT4A0,NB01,4,2020/10/25
1153,GT4A0,NB01,1,2020/10/25
1154,GT4A0,NB01,1,2020/10/25
1155,GT4A0,NB01,1,2020/10/25
1156,GYG50,NB01,2,2020/10/25
1157,FYG50,NB12,1,2020/10/25
1158,GT4A0,NB01,1,2020/10/25
1159,GP54G,NB01,4,2020/10/25
1160,FYG50,NB12,1,2020/10/25
1161,FE595,NB01,1,2020/10/16
1162,FE595,NB01,1,2020/10/16
1163,FE595,NB01,1,2020/10/16
1164,FE595,NB01,1,2020/10/17
1165,FE595,NB01,1,2020/10/17
1166,FE595,NB01,1,2020/10/17
1167,FE595,NB01,1,2020/10/17
1168,FE595,NB01,10,2020/10/17
1169,HC150,NB12,1,2020/10/17
1170,HC150,NB12,1,2020/10/17
1171,HC150,NB12,1,2020/10/17
1172,FE595,NB01,1,2020/10/17
1173,GT4A0,NB01,2,2020/10/19
1174,GYG41,NB12,10,2020/11/2
1175,GX4A0,NB01,1,2020/9/21
1176,HC150,NB12,10,2020/10/2
1177,GL4A5,NB01,1,2020/9/21
1178,GL4A5,NB01,1,2020/9/21
1179,GL4A5,NB01,1,2020/9/21
1180,GYG41,NB12,10,2020/11/2
1181,GYG41,NB12,10,2020/11/2
1182,FE4A0,NB01,200,2020/9/21
1183,GS454,NB12,24,2020/11/2
1184,GL5A5,NB01,120,2020/9/22
1185,GT4A0,NB01,1,2020/10/26
1186,GT4A0,NB01,5,2020/10/26
1187,GP540,NB01,15,2020/10/26
1188,GT4A0,NB01,2,2020/10/26
1189,GT4A0,NB01,8,2020/10/26
1190,GT4A0,NB01,1,2020/10/26
1191,GT4A0,NB01,12,2020/10/26
1192,GL4A0,NB01,25,2020/10/27
1193,GYG41,NB12,1,2020/10/26
1194,GP540,NB01,6,2020/10/26
1195,GT4A0,NB01,1,2020/10/26
1196,GS452,NB12,260,2020/11/1
1197,GS452,NB12,260,2020/11/1
1198,GS452,NB12,260,2020/11/1
1199,GS452,NB12,260,2020/11/1
1200,GS452,NB12,260,2020/11/1
1201,GS452,NB12,260,2020/11/1
1202,GS452,NB12,260,2020/11/1
1203,GS452,NB12,260,2020/11/1
1204,GS452,NB12,260,2020/11/1
1205,GS452,NB12,260,2020/11/1
1206,GT4A0,NB01,21,2020/10/25
1207,FE595,NB01,1,2020/10/17
1208,FT490,NB01,200,2020/9/21
1209,GT4A0,NB01,3,2020/10/26
1210,GS452,NB12,260,2020/11/1
1211,GYG50,NB01,15,2020/10/25
1212,GYG50,NB01,5,2020/10/25
1213,GT4A0,NB01,24,2020/10/25
1214,GT4A0,NB01,3,2020/10/25
1215,GL4A0,NB01,1,2020/10/25
1216,FYG50,NB12,2,2020/10/25
1217,GYG50,NB01,1,2020/10/25
1218,GYG50,NB01,4,2020/10/25
1219,GYG50,NB01,1,2020/10/25
1220,GT4A0,NB01,1,2020/10/25
1221,GYG50,NB01,1,2020/10/25
1222,GT4A0,NB01,10,2020/10/17
1223,FE595,NB01,1,2020/10/17
1224,FE595,NB01,1,2020/10/17
1225,GT4A0,NB01,1,2020/10/18
1226,GS454,NB12,1,2020/10/21
1227,GT4A0,NB01,1,2020/10/20
1228,FE595,NB01,1,2020/10/18
1229,GT4A0,NB01,300,2020/10/18
1230,GT4A0,NB01,50,2020/10/18
1231,GT4A0,NB01,20,2020/10/18
1232,GT4A0,NB01,270,2020/10/18
1233,GY510,NB12,50,2020/10/2
1234,GY510,NB12,50,2020/10/2
1235,GYG41,NB12,26,2020/11/2
1236,GYG41,NB12,50,2020/11/2
1237,GYG41,NB12,50,2020/11/2
1238,GYG41,NB12,28,2020/11/2
1239,GYG41,NB12,99,2020/11/2
1240,GYG41,NB12,50,2020/11/2
1241,GYG41,NB12,50,2020/11/2
1242,GYG41,NB12,8,2020/11/2
1243,GYG41,NB12,8,2020/11/2
1244,GYG41,NB12,30,2020/11/2
1245,GT4A0,NB01,300,2020/10/27
1246,GT4A0,NB01,100,2020/10/27
1247,GT4A0,NB01,10,2020/10/27
1248,GT4A0,NB01,2,2020/10/27
1249,GT4A0,NB01,8,2020/10/27
1250,GYG50,NB01,1,2020/10/27
1251,GT4A0,NB01,4,2020/10/27
1252,GYG50,NB01,1,2020/10/27
1253,GT4A0,NB01,50,2020/10/27
1254,GT4A0,NB01,20,2020/10/27
1255,GT4A0,NB01,1,2020/10/27
1256,GS452,NB12,260,2020/11/1
1257,GS452,NB12,260,2020/11/1
1258,GS452,NB12,260,2020/11/1
1259,GV450,NB12,2,2020/11/3
1260,GV450,NB12,300,2020/11/3
1261,GV450,NB12,48,2020/11/3
1262,GY552,NB12,224,2020/11/2
1263,GY552,NB12,224,2020/11/2
1264,GY552,NB12,224,2020/11/2
1265,GY552,NB12,224,2020/11/2
1266,GYG50,NB01,1,2020/10/25
1267,FE595,NB01,1,2020/10/19
1268,GYG41,NB12,20,2020/11/2
1269,GT4A0,NB01,1,2020/10/27
1270,GY552,NB12,224,2020/11/2
1271,GT4A0,NB01,165,2020/10/25
1272,GT4A0,NB01,2,2020/10/25
1273,FP730,NB01,2,2020/10/25
1274,FP730,NB01,1,2020/10/25
1275,FP730,NB01,8,2020/10/25
1276,FP730,NB01,2,2020/10/25
1277,FYG80,NB12,2,2020/10/25
1278,FYG50,NB12,1,2020/10/25
1279,FYG80,NB12,1,2020/10/25
1280,GT4A0,NB01,1,2020/10/25
1281,GT4A0,NB01,1,2020/10/25
1282,FE595,NB01,1,2020/10/19
1283,FE595,NB01,1,2020/10/19
1284,GL4A0,NB01,50,2020/10/21
1285,FE595,NB01,1,2020/10/19
1286,FE595,NB01,1,2020/10/19
1287,FE595,NB01,1,2020/10/19
1288,FE595,NB01,1,2020/10/19
1289,GP4A0,NB01,15,2020/10/19
1290,FE595,NB01,1,2020/10/19
1291,GT4A0,NB01,4,2020/10/19
1292,FE595,NB01,1,2020/10/20
1293,FE595,NB01,1,2020/10/20
1294,GYG41,NB12,18,2020/11/2
1295,GYG41,NB12,50,2020/11/2
1296,FE4A0,NB01,300,2020/9/22
1297,GL5A0,NB01,200,2020/9/24
1298,GYG41,NB12,20,2020/11/2
1299,GYG51,NB12,10,2020/11/2
1300,GYG51,NB12,10,2020/11/2
1301,GS454,NB12,20,2020/11/2
1302,GS454,NB12,10,2020/11/2
1303,GS454,NB12,5,2020/11/2
1304,GS454,NB12,20,2020/11/2
1305,GT4A0,NB01,8,2020/10/27
1306,GT4A0,NB01,4,2020/10/27
1307,GT4A0,NB01,2,2020/10/27
1308,GT4A0,NB01,1,2020/10/27
1309,GT4A0,NB01,1,2020/10/27
1310,GT4A0,NB01,13,2020/10/27
1311,GT5A1,NB01,3,2020/10/27
1312,GYG50,NB01,15,2020/10/27
1313,GT4A0,NB01,10,2020/10/27
1314,GT4A0,NB01,21,2020/10/27
1315,GP540,NB01,2,2020/10/27
1316,GY55W,NB12,182,2020/10/1
1317,GL4A5,NB01,20,2020/9/16
1318,FE4A0,NB01,74,2020/11/1
1319,GS55K,NB12,240,2020/11/1
1320,GS55K,NB12,240,2020/11/1
1321,GS55L,NB12,120,2020/10/12
1322,GL4A5,NB01,1,2020/9/21
1323,GS452,NB12,213,2020/11/1
1324,GS552,NB12,42,2020/10/15
1325,GS552,NB12,198,2020/10/15
1326,GE4B0,NB01,89,2020/10/5
1327,GS752,NB12,1,2020/10/28
1328,GS752,NB12,5,2020/10/28
1329,FYG50,NB12,300,2020/11/2
1330,FYG50,NB12,70,2020/11/2
1331,GS557,NB12,1,2020/10/12
1332,FY715,NB12,300,2020/11/2
1333,FYG80,NB12,100,2020/11/2
1334,FY710,NB12,300,2020/11/2
1335,FYG41,NB12,200,2020/11/2
1336,GS554,NB12,3,2020/10/1
1337,GY559,NB12,300,2020/11/2
1338,GY559,NB12,120,2020/11/2
1339,GX4A0,NB01,24,2020/10/25
1340,GL4A0,NB01,1,2020/10/22
1341,GS454,NB12,5,2020/11/2
1342,GP540,NB01,12,2020/10/27
1343,GE4B0,NB01,90,2020/10/5
1344,GT4A0,NB01,1,2020/10/25
1345,GT4A0,NB01,2,2020/10/25
1346,FYG50,NB12,2,2020/10/25
1347,GS453,NB12,2,2020/10/30
1348,GS453,NB12,300,2020/10/30
1349,GS453,NB12,300,2020/10/30
1350,GS453,NB12,300,2020/10/30
1351,GS453,NB12,106,2020/10/30
1352,GS453,NB12,2,2020/10/30
1353,GS453,NB12,300,2020/10/30
1354,GS453,NB12,202,2020/10/30
1355,GL4A5,NB01,1,2020/10/20
1356,GV450,NB12,100,2020/11/2
1357,GL4A0,NB01,10,2020/10/20
1358,GL4A0,NB01,1,2020/10/20
1359,GX4A0,NB01,1,2020/10/22
1360,FE595,NB01,2,2020/10/20
1361,GT4A0,NB01,35,2020/10/22
1362,GT4A0,NB01,2,2020/10/22
1363,GT4A0,NB01,98,2020/10/22
1364,GX4A0,NB01,1,2020/10/20
1365,GX3A1,NB01,1,2020/10/22
1366,GV551,NB12,3,2020/11/2
1367,GS453,NB12,2,2020/10/30
1368,GT4A0,NB01,1,2020/10/20
1369,GS453,NB12,300,2020/10/30
1370,GS453,NB12,300,2020/10/30
1371,GS453,NB12,300,2020/10/30
