id,Model,ProductCode,PlannedQty,OTSTargeDate
2495,FE5A0,NB01,1,2020/11/4
2496,GL5A0,NB01,1,2020/11/4
2497,FE5A0,NB01,1,2020/11/4
2498,GYG50,NB01,1,2020/11/6
2499,FU421,DT09,1,2020/11/6
2500,GX4A0,NB01,1,2020/11/4
2501,FE5A0,NB01,1,2020/11/6
2502,GP54G,NB01,1,2020/11/6
2503,GL5A0,NB01,1,2020/11/6
2504,GYG50,NB01,1,2020/11/4
2505,HC150,NB12,100,2020/11/2
2506,GV550,NB12,100,2020/11/2
2507,HC150,NB12,6,2020/11/2
2508,HC150,NB12,54,2020/10/30
2509,HC150,NB12,80,2020/10/30
2510,HC150,NB12,20,2020/11/2
2511,FYG50,NB12,4,2020/11/2
2512,FYG50,NB12,34,2020/11/2
2513,HS152,NB12,150,2020/10/19
2514,HC150,NB12,1,2020/11/2
2515,HC150,NB12,2,2020/11/2
2516,GS452,NB12,76,2020/11/2
2517,FG542,NB12,300,2020/11/2
2518,FG542,NB12,300,2020/11/2
2519,FG542,NB12,300,2020/11/2
2520,FG542,NB12,100,2020/11/2
2521,FE4A0,NB01,1,2020/11/1
2522,GP54G,NB01,10,2020/11/2
2523,GP54G,NB01,1,2020/11/1
2524,GP54G,NB01,1,2020/11/1
2525,GP540,NB01,1,2020/11/1
2526,GT4A0,NB01,3,2020/11/1
2527,FYG41,NB12,265,2020/11/2
2528,FYG41,NB12,300,2020/11/2
2529,FYG41,NB12,145,2020/11/2
2530,FYG80,NB12,196,2020/11/2
2531,FYG50,NB12,300,2020/11/2
2532,FYG50,NB12,178,2020/11/2
2533,FYG50,NB12,300,2020/11/2
2534,FYG50,NB12,209,2020/11/2
2535,FYG41,NB12,300,2020/11/2
2536,FYG41,NB12,100,2020/11/2
2537,FYG50,NB12,300,2020/11/2
2538,FYG50,NB12,195,2020/11/2
2539,FYG50,NB12,300,2020/11/2
2540,FP531,NB01,1,2020/11/1
2541,FE595,NB01,2,2020/9/2
2542,GS454,NB12,1,2020/11/4
2543,GT4A0,NB01,10,2020/10/13
2544,FX490,NB01,1,2020/11/3
2545,FYG50,NB12,300,2020/11/2
2546,FYG50,NB12,99,2020/11/2
2547,FYG41,NB12,300,2020/11/2
2548,FYG41,NB12,105,2020/11/2
2549,FYG41,NB12,300,2020/11/2
2550,FYG41,NB12,90,2020/11/2
2551,FYG41,NB12,300,2020/11/2
2552,FYG41,NB12,30,2020/11/2
2553,FYG50,NB12,300,2020/11/2
2554,FYG50,NB12,73,2020/11/2
2555,FYG50,NB12,300,2020/11/2
2556,FYG50,NB12,300,2020/11/2
2557,FYG50,NB12,84,2020/11/2
2558,GP540,NB01,1,2020/11/1
2559,GP540,NB01,1,2020/11/2
2560,GX4A0,NB01,1,2020/11/1
2561,GYG50,NB01,1,2020/11/1
2562,FYG50,NB12,1,2020/11/1
2563,GX4A0,NB01,1,2020/11/2
2564,GX4A0,NB01,1,2020/11/2
2565,FYG50,NB12,1,2020/11/2
2566,GP540,NB01,1,2020/11/2
2567,GP540,NB01,1,2020/11/2
2568,FYG40,NB01,5,2020/11/2
2569,FE595,NB01,248,2020/9/2
2570,HC150,NB12,283,2020/11/2
2571,HC150,NB12,300,2020/11/2
2572,HC150,NB12,70,2020/11/2
2573,HC150,NB12,16,2020/10/1
2574,HC150,NB12,200,2020/11/2
2575,HC150,NB12,300,2020/10/1
2576,HC150,NB12,200,2020/10/1
2577,HC150,NB12,3,2020/11/2
2578,GV451,NB12,150,2020/11/2
2579,GE420,NB01,1,2020/9/6
2580,GYG50,NB01,1,2020/11/6
2581,GX4A0,NB01,1,2020/11/4
2582,GS44D,NB12,30,2020/11/4
2583,GS44D,NB12,30,2020/11/4
2584,GS44D,NB12,20,2020/11/4
2585,GS44D,NB12,70,2020/11/4
2586,GYG50,NB01,1,2020/11/4
2587,GYG50,NB01,1,2020/11/4
2588,GYG50,NB01,1,2020/11/4
2589,GYG50,NB01,1,2020/11/4
2590,GYG50,NB01,1,2020/11/4
2591,GL4A0,NB01,20,2020/10/13
2592,GT5A1,NB01,9,2020/10/13
2593,GT4A1,NB01,1,2020/10/13
2594,GX4A0,NB01,2,2020/10/13
2595,GT4A1,NB01,1,2020/10/13
2596,GT4A1,NB01,1,2020/10/13
2597,GT5A1,NB01,2,2020/10/13
2598,GX3A1,NB01,10,2020/10/13
2599,GYG50,NB01,1,2020/10/14
2600,GT4A1,NB01,1,2020/10/14
2601,GT4A1,NB01,1,2020/10/14
2602,FX490,NB01,1,2020/11/4
2603,FU421,DT09,3,2020/11/4
2604,FE495,NB01,3,2020/11/4
2605,GX4A0,NB01,1,2020/11/4
2606,FE5A0,NB01,1,2020/11/6
2607,GP540,NB01,1,2020/11/4
2608,FX490,NB01,1,2020/11/4
2609,GYG50,NB01,1,2020/11/4
2610,GYG50,NB01,1,2020/11/4
2611,GL5A0,NB01,1,2020/11/4
2612,GS55J,NB12,1,2020/11/4
2613,GP540,NB01,1,2020/11/4
2614,GL4A5,NB01,45,2020/9/20
2615,FX490,NB01,5,2020/11/2
2616,HC130,NB12,108,2020/10/1
2617,GYG50,NB01,1,2020/11/6
2618,GYG50,NB01,10,2020/10/14
2619,GP540,NB01,1,2020/11/4
2620,HC150,NB12,2,2020/11/2
2621,FYG41,NB12,300,2020/11/2
2622,FYG41,NB12,300,2020/11/2
2623,FYG41,NB12,300,2020/11/2
2624,FYG41,NB12,17,2020/11/2
2625,FYG41,NB12,300,2020/11/2
2626,FYG41,NB12,300,2020/11/2
2627,FYG41,NB12,300,2020/11/2
2628,FYG41,NB12,36,2020/11/2
2629,HC130,NB12,27,2020/11/2
2630,HC130,NB12,20,2020/11/2
2631,GV451,NB12,15,2020/11/2
2632,GP540,NB01,1,2020/11/2
2633,GX4A0,NB01,1,2020/11/2
2634,GP540,NB01,1,2020/11/2
2635,GP540,NB01,1,2020/11/2
2636,GP540,NB01,3,2020/11/2
2637,GP54G,NB01,1,2020/11/2
2638,FX490,NB01,2,2020/11/2
2639,FX490,NB01,154,2020/11/2
2640,FYG40,NB01,1,2020/11/2
2641,FYG40,NB01,4,2020/11/2
2642,GP540,NB01,1,2020/11/2
2643,GP54G,NB01,1,2020/11/2
2644,GE420,NB01,1,2020/9/7
2645,GE420,NB01,1,2020/9/7
2646,GE420,NB01,1,2020/9/8
2647,GE420,NB01,1,2020/9/8
2648,GE420,NB01,1,2020/9/8
2649,GE420,NB01,1,2020/9/8
2650,HC150,NB12,300,2020/10/1
2651,GY55H,NB12,2,2020/10/2
2652,GY55H,NB12,300,2020/10/2
2653,GY55H,NB12,118,2020/10/2
2654,GYGB0,NB12,100,2020/10/2
2655,FG542,NB12,200,2020/10/2
2656,GYG50,NB01,1,2020/11/4
2657,GL5A0,NB01,1,2020/11/4
2658,GP540,NB01,1,2020/11/4
2659,FE5A0,NB01,1,2020/11/4
2660,FE5A0,NB01,1,2020/11/4
2661,GP54G,NB01,1,2020/11/6
2662,GP54G,NB01,1,2020/11/4
2663,FE4A0,NB01,1,2020/11/4
2664,GP540,NB01,1,2020/11/4
2665,FE4A0,NB01,1,2020/11/6
2666,GL5A0,NB01,1,2020/11/6
2667,GX4A0,NB01,1,2020/11/4
2668,FE5A0,NB01,1,2020/11/4
2669,GY510,NB12,1,2020/10/14
2670,GL5A0,NB01,66,2020/10/30
2671,GL5A0,NB01,4,2020/10/14
2672,GL5A0,NB01,44,2020/10/20
2673,GL5A0,NB01,1,2020/10/14
2674,GT4A0,NB01,1,2020/10/14
2675,GX3A1,NB01,5,2020/10/14
2676,GL5A0,NB01,2,2020/10/17
2677,GL5A0,NB01,133,2020/10/17
2678,GX3A1,NB01,1,2020/10/17
2679,GX3A1,NB01,1,2020/10/17
2680,GYG50,NB01,1,2020/11/4
2681,GX3A1,NB01,5,2020/11/20
2682,GP54G,NB01,5,2020/11/17
2683,GL4A5,NB01,4,2020/11/4
2684,GP540,NB01,1,2020/11/4
2685,GYG50,NB01,1,2020/11/4
2686,FYG40,NB01,1,2020/11/4
2687,GP540,NB01,1,2020/11/4
2688,GS450,NB12,120,2020/11/12
2689,GS450,NB12,48,2020/11/12
2690,GYG50,NB01,1,2020/11/4
2691,GP540,NB01,1,2020/11/4
2692,GV451,NB12,1,2020/11/2
2693,FYG40,NB01,1,2020/11/2
2694,FG542,NB12,200,2020/10/22
2695,FE5A0,NB01,1,2020/11/4
2696,GY510,NB12,12,2020/10/22
2697,GX4A0,NB01,1,2020/11/4
2698,GV451,NB12,1,2020/11/2
2699,FE5A0,NB01,2,2020/9/21
2700,GY559,NB12,300,2020/11/2
2701,GY559,NB12,268,2020/11/2
2702,GY559,NB12,300,2020/11/2
2703,GY559,NB12,44,2020/11/2
2704,GY559,NB12,300,2020/11/2
2705,GY559,NB12,204,2020/11/2
2706,FP530,NB01,1,2020/9/21
2707,FP530,NB01,1,2020/9/22
2708,FP530,NB01,1,2020/9/22
2709,HC110,NB12,30,2020/11/2
2710,FYG40,NB01,1,2020/11/2
2711,FYG40,NB01,1,2020/11/2
2712,GT4A0,NB01,5,2020/11/3
2713,GT4A0,NB01,6,2020/11/3
2714,GT4A0,NB01,15,2020/11/2
2715,GT4A0,NB01,30,2020/11/2
2716,GT4A0,NB01,20,2020/11/2
2717,GT4A0,NB01,20,2020/11/2
2718,FP531,NB01,1,2020/11/2
2719,FYG40,NB01,1,2020/11/2
2720,GT4A0,NB01,2,2020/11/2
2721,GT4A0,NB01,10,2020/11/10
2722,GY55H,NB12,60,2020/10/19
2723,FG542,NB12,100,2020/11/2
2724,FG542,NB12,100,2020/11/2
2725,FG542,NB12,100,2020/11/2
2726,FG542,NB12,2,2020/11/2
2727,FG542,NB12,100,2020/11/2
2728,FG542,NB12,100,2020/11/2
2729,FG542,NB12,100,2020/11/2
2730,FG542,NB12,110,2020/10/2
2731,GS454,NB12,300,2020/11/2
2732,GS454,NB12,192,2020/11/2
2733,GYG50,NB01,1,2020/11/6
2734,GP540,NB01,1,2020/11/6
2735,GL5A0,NB01,1,2020/11/4
2736,GX4A0,NB01,1,2020/11/4
2737,GYG50,NB01,1,2020/11/6
2738,GP540,NB01,1,2020/11/6
2739,GYG50,NB01,1,2020/11/4
2740,GYG50,NB01,1,2020/11/4
2741,GYG50,NB01,1,2020/11/4
2742,GP540,NB01,1,2020/11/4
2743,GYG50,NB01,1,2020/11/4
2744,GP54G,NB01,1,2020/11/4
2745,GY510,NB12,12,2020/10/22
2746,GY510,NB12,2,2020/10/22
2747,GL5A0,NB01,105,2020/10/17
2748,GX4A0,NB01,100,2020/10/18
2749,GL5A0,NB01,300,2020/10/18
2750,GL5A0,NB01,300,2020/10/18
2751,GL5A0,NB01,20,2020/10/18
2752,GY510,NB12,22,2020/10/22
2753,GY510,NB12,22,2020/10/22
2754,GT4A0,NB01,2,2020/10/17
2755,GT4A0,NB01,2,2020/10/17
2756,GYG50,NB01,1,2020/11/4
2757,GYG50,NB01,1,2020/11/4
2758,GX4A0,NB01,1,2020/11/4
2759,FU423,DT09,1,2020/11/6
2760,GL5A0,NB01,1,2020/11/4
2761,GYG50,NB01,1,2020/11/5
2762,GYG50,NB01,1,2020/11/5
2763,GP5A1,NB01,2,2020/11/4
2764,GP540,NB01,1,2020/11/4
2765,GE520,NB01,16,2020/11/4
2766,GE520,NB01,90,2020/11/4
2767,GE520,NB01,2,2020/11/4
2768,GV451,NB12,1,2020/11/2
2769,GT4A0,NB01,90,2020/11/3
2770,FG542,NB12,199,2020/10/2
2771,FE4A0,NB01,98,2020/9/25
2772,GX3A1,NB01,2,2020/10/17
2773,GS450,NB12,10,2020/11/6
2774,FE4A0,NB01,25,2020/9/23
2775,GYG50,NB01,4,2020/10/9
2776,FE4A0,NB01,1,2020/9/23
2777,FE4A0,NB01,25,2020/9/24
2778,FE4A0,NB01,40,2020/9/24
2779,GYGB0,NB12,2,2020/11/2
2780,GYGB0,NB12,166,2020/11/2
2781,HS355,NB12,2,2020/11/2
2782,HS355,NB12,198,2020/11/2
2783,FX490,NB01,193,2020/9/24
2784,FE4A0,NB01,1,2020/9/24
2785,FE4A0,NB01,24,2020/9/24
2786,GT4A0,NB01,1,2020/11/3
2787,FP531,NB01,1,2020/11/3
2788,GP4A0,NB01,1,2020/11/3
2789,GX4A0,NB01,1,2020/11/3
2790,GT4A0,NB01,1,2020/11/3
2791,GT4A0,NB01,1,2020/11/3
2792,GX4A0,NB01,1,2020/11/3
2793,GYG50,NB01,1,2020/11/3
2794,GP540,NB01,1,2020/11/3
2795,GP540,NB01,1,2020/11/3
2796,GX4A0,NB01,1,2020/11/3
2797,GX4A0,NB01,1,2020/11/3
2798,FG542,NB12,200,2020/10/2
2799,FG542,NB12,300,2020/10/2
2800,FG542,NB12,30,2020/10/2
2801,FG542,NB12,300,2020/10/2
2802,FG542,NB12,100,2020/10/2
2803,FG542,NB12,220,2020/10/2
2804,FG542,NB12,300,2020/10/2
2805,FG542,NB12,100,2020/10/2
2806,FG542,NB12,200,2020/10/2
2807,FE4A0,NB01,2,2020/10/9
2808,FE4A0,NB01,300,2020/10/9
2809,FG741,NB12,5,2020/7/1
2810,FG741,NB12,81,2020/7/1
2811,FYG50,NB12,30,2020/10/1
2812,FYG50,NB12,11,2020/10/1
2813,FYG50,NB12,18,2020/10/1
2814,FYG80,NB12,48,2020/10/1
2815,FYG80,NB12,93,2020/10/1
2816,GS540,NB12,75,2020/11/2
2817,FY515,NB12,168,2020/7/20
2818,GS54B,NB12,172,2020/11/2
2819,GS550,NB12,63,2020/11/2
2820,FYG50,NB12,15,2020/10/1
2821,GT4A0,NB01,2,2020/10/17
2822,GT4A0,NB01,2,2020/10/17
2823,GT4A0,NB01,2,2020/10/17
2824,GT4A0,NB01,2,2020/10/17
2825,GT4A0,NB01,2,2020/10/17
2826,GT4A0,NB01,3,2020/10/18
2827,GT4A0,NB01,1,2020/10/18
2828,GT4A0,NB01,2,2020/10/18
2829,GT4A0,NB01,4,2020/10/18
2830,GT4A0,NB01,1,2020/10/18
2831,GYG50,NB01,1,2020/11/4
2832,GYG50,NB01,1,2020/11/4
2833,GYG50,NB01,1,2020/11/4
2834,GE520,NB01,27,2020/11/4
2835,GP540,NB01,1,2020/11/5
2836,GYG50,NB01,1,2020/11/5
2837,GP540,NB01,1,2020/11/5
2838,GL5A0,NB01,1,2020/11/5
2839,GP540,NB01,1,2020/11/5
2840,GYG50,NB01,1,2020/11/5
2841,GX4A0,NB01,1,2020/11/5
2842,GP540,NB01,1,2020/11/5
2843,FE4A0,NB01,109,2020/9/24
2844,FX490,NB01,1,2020/11/3
2845,FE4A0,NB01,298,2020/10/9
2846,GS550,NB12,2,2020/11/2
2847,GL5A0,NB01,300,2020/10/18
2848,GYG50,NB01,1,2020/11/5
2849,FE4A0,NB01,30,2020/9/24
2850,FE4A0,NB01,210,2020/9/24
2851,FE4A0,NB01,300,2020/9/24
2852,FE4A0,NB01,30,2020/9/24
2853,FE4A0,NB01,1,2020/9/26
2854,FE5A0,NB01,1,2020/9/30
2855,GYG50,NB01,3,2020/9/27
2856,FE4A0,NB01,1,2020/9/28
2857,FYG80,NB12,4,2020/9/28
2858,FE5A0,NB01,2,2020/9/28
2859,FE4A0,NB01,2,2020/9/28
2860,GYG50,NB01,300,2020/9/30
2861,GYG50,NB01,200,2020/9/30
2862,GP540,NB01,1,2020/11/5
2863,FYG40,NB01,4,2020/11/5
2864,GX4A0,NB01,1,2020/11/5
2865,GX4A0,NB01,1,2020/11/5
2866,GYG50,NB01,1,2020/11/5
2867,GX4A0,NB01,1,2020/11/5
2868,GP540,NB01,10,2020/11/5
2869,GX4A0,NB01,1,2020/11/5
2870,GX4A0,NB01,1,2020/11/5
2871,GYG50,NB01,1,2020/11/5
2872,GL5A0,NB01,300,2020/10/18
2873,GL5A0,NB01,104,2020/10/18
2874,GT5A1,NB01,2,2020/10/18
2875,DMX3A,NB01,15,2020/10/18
2876,GT4A0,NB01,50,2020/10/18
2877,GY510,NB12,22,2020/10/22
2878,GY510,NB12,22,2020/10/22
2879,GL4A0,NB01,5,2020/10/18
2880,GX3A1,NB01,1,2020/10/18
2881,GY510,NB12,20,2020/10/22
2882,GY510,NB12,10,2020/10/22
2883,GS550,NB12,148,2020/11/2
2884,GS540,NB12,2,2020/11/2
2885,GS540,NB12,300,2020/11/2
2886,GS540,NB12,73,2020/11/2
2887,GS150,NB12,2,2020/9/3
2888,FYG50,NB12,15,2020/10/1
2889,GV551,NB12,3,2020/8/6
2890,FG542,NB12,81,2020/7/30
2891,GV551,NB12,189,2020/10/15
2892,GS550,NB12,15,2020/11/2
2893,GS550,NB12,15,2020/11/2
2894,GV550,NB12,9,2020/11/2
2895,GS450,NB12,250,2020/11/2
2896,GX4A0,NB01,1,2020/9/14
2897,GX4A0,NB01,6,2020/9/14
2898,GYGB0,NB12,100,2020/11/2
2899,GS550,NB12,300,2020/10/19
2900,GS550,NB12,132,2020/10/19
2901,GL4A0,NB01,300,2020/10/9
2902,GL4A0,NB01,200,2020/10/9
2903,HS355,NB12,5,2020/11/2
2904,GV550,NB12,5,2020/11/2
2905,FYG40,NB01,1,2020/11/3
2906,GP540,NB01,1,2020/11/3
2907,GP540,NB01,1,2020/11/3
2908,GP540,NB01,1,2020/11/3
2909,GP540,NB01,1,2020/11/3
2910,GP540,NB01,1,2020/11/3
2911,GP540,NB01,1,2020/11/3
2912,GP540,NB01,1,2020/11/3
2913,GP540,NB01,1,2020/11/3
2914,GX4A0,NB01,1,2020/11/3
2915,GYG50,NB01,300,2020/9/30
2916,GYG50,NB01,200,2020/9/30
2917,FE5A0,NB01,2,2020/9/28
2918,GYG50,NB01,1,2020/9/28
2919,GL5A0,NB01,5,2020/9/28
2920,HC150,NB12,3,2020/11/2
2921,GP540,NB01,1,2020/9/29
2922,GL4A0,NB01,2,2020/9/29
2923,GL4A0,NB01,300,2020/9/29
2924,GL4A0,NB01,198,2020/9/29
2925,FE5A0,NB01,2,2020/9/29
2926,GP540,NB01,2,2020/9/29
2927,GP540,NB01,1,2020/11/3
2928,GE420,NB01,1,2020/9/15
2929,GS550,NB12,15,2020/11/2
2930,GY510,NB12,40,2020/10/22
2931,FYG40,NB01,1,2020/11/5
2932,GYG50,NB01,3,2020/9/29
2933,GV451,NB12,15,2020/11/2
2934,GY559,NB12,3,2020/11/2
2935,GL5A0,NB01,1,2020/9/29
2936,GT5A1,NB01,1,2020/9/29
2937,GX4A0,NB01,2,2020/10/7
2938,GX4A0,NB01,123,2020/10/7
2939,GX4A0,NB01,2,2020/10/7
2940,GX4A0,NB01,123,2020/10/7
2941,GY559,NB12,3,2020/11/2
2942,GYG50,NB01,1,2020/9/30
2943,GT4A0,NB01,3,2020/11/3
2944,FP531,NB01,1,2020/11/3
2945,FP531,NB01,1,2020/11/3
2946,FP531,NB01,1,2020/11/3
2947,FYG40,NB01,5,2020/11/3
2948,FYG40,NB01,5,2020/11/3
2949,FP531,NB01,1,2020/11/3
2950,FYG41,NB12,1,2020/11/3
2951,FS44A,NB12,141,2020/11/5
2952,FX490,NB01,3,2020/11/3
2953,FP531,NB01,5,2020/11/4
2954,GE520,NB01,1,2020/9/15
2955,GE520,NB01,1,2020/9/15
2956,GE520,NB01,1,2020/9/15
2957,HC150,NB12,130,2020/10/1
2958,GE420,NB01,1,2020/9/15
2959,GE420,NB01,1,2020/9/15
2960,GE420,NB01,1,2020/9/15
2961,GE420,NB01,1,2020/9/15
2962,GE420,NB01,1,2020/9/15
2963,GE520,NB01,1,2020/9/16
2964,GS454,NB12,100,2020/11/2
2965,GE420,NB01,1,2020/9/17
2966,GS550,NB12,15,2020/11/2
2967,GS550,NB12,40,2020/11/2
2968,GS550,NB12,40,2020/11/2
2969,GS550,NB12,25,2020/11/2
2970,GS550,NB12,15,2020/11/2
2971,GS550,NB12,15,2020/11/2
2972,GS550,NB12,25,2020/11/2
2973,GS550,NB12,25,2020/11/2
2974,GS550,NB12,20,2020/11/2
2975,GV551,NB12,252,2020/10/15
2976,GY510,NB12,40,2020/10/22
2977,GY510,NB12,40,2020/10/22
2978,GY510,NB12,40,2020/10/22
2979,GL5A0,NB01,2,2020/10/19
2980,GL5A0,NB01,198,2020/10/19
2981,GX3A1,NB01,2,2020/10/19
2982,GL4A0,NB01,168,2020/10/18
2983,GT5A1,NB01,1,2020/10/28
2984,GP540,NB01,4,2020/10/19
2985,GT5A1,NB01,6,2020/10/19
2986,GT4A0,NB01,4,2020/10/19
2987,FX490,NB01,1,2020/11/5
2988,FX490,NB01,1,2020/11/5
2989,FYG40,NB01,1,2020/11/5
2990,GX4A0,NB01,1,2020/11/5
2991,GX4A0,NB01,1,2020/11/5
2992,GX4A0,NB01,1,2020/11/5
2993,GP540,NB01,1,2020/11/5
2994,GP540,NB01,1,2020/11/5
2995,GL5A0,NB01,1,2020/11/5
2996,GX4A0,NB01,1,2020/11/5
2997,FE4A0,NB01,273,2020/9/5
2998,FE4A0,NB01,11,2020/9/5
2999,GL4A0,NB01,250,2020/9/30
3000,FYG40,NB01,1,2020/11/4
3001,GY55H,NB12,300,2020/10/2
3002,GS550,NB12,63,2020/11/2
3003,GT4A0,NB01,2,2020/10/19
3004,FE4A0,NB01,276,2020/9/5
3005,GL4A0,NB01,300,2020/9/30
3006,GL4A0,NB01,300,2020/9/30
3007,GL4A0,NB01,200,2020/9/30
3008,GL5A0,NB01,1,2020/9/30
3009,FE5A0,NB01,1,2020/9/30
3010,GL5A0,NB01,1,2020/9/30
3011,HC130,NB12,25,2020/11/2
3012,GYG50,NB01,1,2020/10/2
3013,FE5A0,NB01,3,2020/9/30
3014,FE5A0,NB01,1,2020/9/30
3015,GYG50,NB01,10,2020/9/30
3016,FYG40,NB01,1,2020/11/4
3017,FYG40,NB01,1,2020/11/4
3018,FYG40,NB01,1,2020/11/4
3019,FYG40,NB01,1,2020/11/4
3020,FX490,NB01,1,2020/11/4
3021,FX490,NB01,2,2020/11/4
3022,FX490,NB01,1,2020/11/4
3023,FX490,NB01,4,2020/11/4
3024,FX490,NB01,1,2020/11/4
3025,GP540,NB01,1,2020/11/4
3026,GP540,NB01,1,2020/11/4
3027,GP740,NB01,1,2020/9/21
3028,GS454,NB12,1,2020/10/19
3029,GE420,NB01,1,2020/9/20
3030,FE4A0,NB01,71,2020/9/22
3031,HC131,NB12,300,2020/10/22
3032,HC131,NB12,300,2020/10/22
3033,HC131,NB12,300,2020/10/22
3034,HC131,NB12,100,2020/10/22
3035,HC131,NB12,300,2020/10/1
3036,HC131,NB12,300,2020/10/1
3037,HC131,NB12,300,2020/10/1
3038,GS550,NB12,21,2020/11/2
3039,GV551,NB12,63,2020/10/15
3040,FG542,NB12,75,2020/10/28
3041,FG542,NB12,150,2020/10/28
3042,FG542,NB12,150,2020/11/2
3043,FG542,NB12,50,2020/11/2
3044,GS540,NB12,300,2020/11/2
3045,EG53A,NB12,140,2020/7/20
3046,GV551,NB12,200,2020/11/2
3047,GV551,NB12,150,2020/10/15
3048,GL5A0,NB01,15,2020/10/19
3049,GL4A0,NB01,50,2020/10/19
3050,GL5A0,NB01,15,2020/10/19
3051,GY510,NB12,3,2020/10/22
3052,GL5A0,NB01,30,2020/10/19
3053,GT4A0,NB01,2,2020/10/19
3054,GT4A0,NB01,300,2020/10/19
3055,GT4A0,NB01,38,2020/10/19
3056,GY510,NB12,10,2020/10/22
3057,GX3A1,NB01,2,2020/10/19
3058,GL4A0,NB01,2,2020/10/22
3059,GS55E,NB12,180,2020/10/1
3060,GY55K,NB12,74,2020/10/2
3061,GS346,NB12,116,2020/10/9
3062,GS55E,NB12,240,2020/8/10
3063,GY550,NB12,14,2020/7/31
3064,GS558,NB12,93,2020/9/10
3065,GY55K,NB12,192,2020/11/1
3066,GY55K,NB12,224,2020/11/1
3067,GY55K,NB12,224,2020/11/1
3068,GY55K,NB12,224,2020/11/1
3069,GY55K,NB12,224,2020/11/1
3070,GX4A0,NB01,1,2020/11/5
3071,HC131,NB12,100,2020/10/1
3072,GV551,NB12,100,2020/10/15
3073,GL4A0,NB01,15,2020/10/19
3074,GY55K,NB12,224,2020/10/1
3075,GL4A0,NB01,40,2020/10/1
3076,FYG40,NB01,1,2020/11/4
3077,HC150,NB12,1,2020/11/2
3078,GL5A0,NB01,1,2020/10/1
3079,GX4A0,NB01,50,2020/10/7
3080,GP540,NB01,2,2020/10/1
3081,GL4A0,NB01,11,2020/10/1
3082,FE5A0,NB01,1,2020/10/1
3083,FYG50,NB12,1,2020/10/2
3084,FYG50,NB12,1,2020/10/2
3085,FE5A0,NB01,1,2020/10/3
3086,GX4A0,NB01,5,2020/10/4
3087,GL4A0,NB01,6,2020/10/4
3088,GP540,NB01,1,2020/11/4
3089,GP540,NB01,1,2020/11/4
3090,GP540,NB01,1,2020/11/4
3091,GP740,NB01,1,2020/11/13
3092,FX490,NB01,5,2020/11/5
3093,GP540,NB01,1,2020/11/4
3094,FYG40,NB01,4,2020/11/4
3095,FYG40,NB01,1,2020/11/4
3096,GX4A0,NB01,1,2020/11/4
3097,GYG50,NB01,1,2020/11/4
3098,GL5A0,NB01,1,2020/11/4
3099,GX4A0,NB01,5,2020/10/4
3100,GP740,NB01,1,2020/11/4
3101,GYG50,NB01,10,2020/10/5
3102,GT4A1,NB01,2,2020/10/5
3103,GYG50,NB01,2,2020/10/7
3104,GL4A0,NB01,1,2020/10/5
3105,GL4A0,NB01,15,2020/10/5
3106,GL4A0,NB01,4,2020/10/5
3107,GL4A0,NB01,5,2020/10/5
3108,GL4A0,NB01,10,2020/10/5
3109,GL4A0,NB01,4,2020/10/5
3110,GL4A0,NB01,6,2020/10/5
3111,GV551,NB12,282,2020/10/19
3112,GL5A0,NB01,1,2020/11/4
3113,GP540,NB01,1,2020/11/4
3114,GP540,NB01,1,2020/11/4
3115,GX4A0,NB01,1,2020/11/4
3116,GP540,NB01,1,2020/11/4
3117,GP54G,NB01,1,2020/11/4
3118,GP540,NB01,1,2020/11/5
3119,GP540,NB01,1,2020/11/5
3120,GX4A0,NB01,1,2020/11/5
3121,GP540,NB01,1,2020/11/5
3122,GP54G,NB01,1,2020/11/5
3123,GT5A1,NB01,1,2020/11/5
3124,HC131,NB12,300,2020/10/22
3125,HC131,NB12,300,2020/10/22
3126,HC131,NB12,300,2020/10/22
3127,HC131,NB12,100,2020/10/22
3128,HC131,NB12,300,2020/10/22
3129,HC131,NB12,300,2020/10/22
3130,HC131,NB12,300,2020/10/22
3131,HC131,NB12,100,2020/10/22
3132,HC131,NB12,300,2020/10/1
3133,HC131,NB12,300,2020/10/1
3134,GV551,NB12,30,2020/10/15
3135,GV551,NB12,63,2020/10/15
3136,GV551,NB12,63,2020/10/15
3137,FYG80,NB12,93,2020/10/1
3138,GV551,NB12,252,2020/10/15
3139,GS554,NB12,1,2020/10/7
3140,GS552,NB12,50,2020/11/2
3141,GS552,NB12,63,2020/11/2
3142,GV551,NB12,75,2020/11/2
3143,GV551,NB12,75,2020/10/15
3144,GV551,NB12,100,2020/11/2
3145,GY510,NB12,2,2020/10/22
3146,GX3A1,NB01,5,2020/10/19
3147,GYG50,NB01,23,2020/10/19
3148,GL5A0,NB01,2,2020/10/20
3149,GL5A0,NB01,1,2020/10/20
3150,GT4A0,NB01,300,2020/10/20
3151,GT4A0,NB01,300,2020/10/20
3152,GL5A0,NB01,1,2020/10/20
3153,GL5A0,NB01,1,2020/10/20
3154,GX3A1,NB01,1,2020/10/20
3155,GX3A1,NB01,1,2020/10/20
3156,GL5A0,NB01,10,2020/10/20
3157,GY55K,NB12,224,2020/11/1
3158,GY55K,NB12,224,2020/11/1
3159,GY55K,NB12,182,2020/10/1
3160,GY55K,NB12,224,2020/11/1
3161,GY55K,NB12,224,2020/10/1
3162,GY55K,NB12,224,2020/10/1
