id,model,line,uph,plantcode,mcode,scheduling_no,material_type,master
1713,GS452,1ASSYK,200,CN06,NB12,2,,1
1714,FG541,1ASSYK,250,CN06,NB12,2,,1
1715,FG540,1ASSYK,250,CN06,NB12,2,,1
1716,GS450,1ASSYK,260,CN06,NB12,2,,1
1717,GV440,1ASSYK,250,CN06,NB12,2,,0
1718,GY510,1ASSYK,260,CN06,NB12,2,,1
1719,GS45A,1ASSYK,250,CN06,NB12,2,,0
1720,FS540,1ASSYL,250,CN06,NB12,2,,0
1721,FS541,1ASSYL,250,CN06,NB12,2,,0
1722,FS542,1ASSYL,220,CN06,NB12,2,,0
1723,FS543,1ASSYL,220,CN06,NB12,2,,0
1724,GS541,1ASSYL,220,CN06,NB12,2,,0
1725,GS540,1ASSYL,250,CN06,NB12,2,,0
1726,GV450,1ASSYL,250,CN06,NB12,2,,0
1727,GV451,1ASSYL,250,CN06,NB12,2,,0
1728,GV452,1ASSYL,250,CN06,NB12,2,,0
1729,GV453,1ASSYL,250,CN06,NB12,2,,0
1730,GS54E,1ASSYL,250,CN06,NB12,2,,0
1731,FS54A,1ASSYL,250,CN06,NB12,2,,0
1732,GS54D,1ASSYL,250,CN06,NB12,2,,0
1733,FS54B,1ASSYL,220,CN06,NB12,2,,0
1734,GS54C,1ASSYL,220,CN06,NB12,2,,0
1735,GS54B,1ASSYL,250,CN06,NB12,2,,0
1736,EG535,1ASSYL,220,CN06,NB12,2,,0
1737,EG534,1ASSYL,220,CN06,NB12,2,,0
1738,EG537,1ASSYL,220,CN06,NB12,2,,0
1739,EG536,1ASSYL,220,CN06,NB12,2,,0
1740,EG532,1ASSYL,220,CN06,NB12,2,,0
1741,FV540,1ASSYL,260,CN06,NB12,2,,0
1742,GS554,1ASSYL,250,CN06,NB12,2,,1
1743,GS552,1ASSYL,260,CN06,NB12,2,,0
1744,GS551,1ASSYL,260,CN06,NB12,2,,0
1745,GS550,1ASSYL,200,CN06,NB12,2,,1
1746,GS150,1ASSYL,250,CN06,NB12,2,,1
1747,FG5NE,1ASSYL,30,CN06,NB12,2,,1
1748,GY530,1ASSYL,200,CN06,NB12,2,,0
1749,GV540,1ASSYL,290,CN06,NB12,2,,0
1750,FG5NC,1ASSYL,30,CN06,NB12,2,,1
1751,GY532,1ASSYL,100,CN06,NB12,2,,0
1752,GV541,1ASSYL,250,CN06,NB12,2,,0
1753,GY535,1ASSYL,200,CN06,NB12,2,,0
1754,GS55C,1ASSYL,290,CN06,NB12,2,,0
1755,GS55B,1ASSYL,260,CN06,NB12,2,,0
1756,GS55A,1ASSYL,250,CN06,NB12,2,,0
1757,EG526,1ASSYL,220,CN06,NB12,2,,0
1758,FG5NA,1ASSYL,30,CN06,NB12,2,,1
1759,EG522,1ASSYL,220,CN06,NB12,2,,0
1760,FG5N5,1ASSYL,250,CN06,NB12,2,,1
1761,FG5N4,1ASSYL,50,CN06,NB12,2,,1
1762,EG430,1ASSYL,220,CN06,NB12,2,,0
1763,FS440,1ASSYL,280,CN06,NB12,2,,0
1764,FG5N2,1ASSYL,250,CN06,NB12,2,,1
1765,FS441,1ASSYL,250,CN06,NB12,2,,0
1766,FG5N9,1ASSYL,250,CN06,NB12,2,,1
1767,FS442,1ASSYL,220,CN06,NB12,2,,0
1768,FG5N7,1ASSYL,250,CN06,NB12,2,,1
1769,FG5N6,1ASSYL,220,CN06,NB12,2,,1
1770,GS441,1ASSYL,220,CN06,NB12,2,,0
1771,FS447,1ASSYL,220,CN06,NB12,2,,0
1772,GS440,1ASSYL,250,CN06,NB12,2,,0
1773,FG5N1,1ASSYL,250,CN06,NB12,2,,1
1774,FG5N0,1ASSYL,250,CN06,NB12,2,,1
1775,GV550,1ASSYL,250,CN06,NB12,2,,0
1776,GV551,1ASSYL,250,CN06,NB12,2,,0
1777,GV552,1ASSYL,250,CN06,NB12,2,,0
1778,FS44A,1ASSYL,280,CN06,NB12,2,,0
1779,GS44E,1ASSYL,220,CN06,NB12,2,,0
1780,FS44C,1ASSYL,220,CN06,NB12,2,,0
1781,GS44D,1ASSYL,250,CN06,NB12,2,,0
1782,GS44B,1ASSYL,250,CN06,NB12,2,,0
1783,EG433,1ASSYL,220,CN06,NB12,2,,0
1784,FG548,1ASSYL,250,CN06,NB12,2,,0
1785,GS457,1ASSYL,300,CN06,NB12,2,,1
1786,GS454,1ASSYL,300,CN06,NB12,2,,0
1787,FG543,1ASSYL,250,CN06,NB12,2,,0
1788,FG542,1ASSYL,270,CN06,NB12,2,,1
1789,GS452,1ASSYL,300,CN06,NB12,2,,1
1790,FG541,1ASSYL,270,CN06,NB12,2,,1
1791,GS451,1ASSYL,300,CN06,NB12,2,,0
1792,FG540,1ASSYL,250,CN06,NB12,2,,0
1793,GS450,1ASSYL,300,CN06,NB12,2,,1
1794,EG53A,1ASSYL,220,CN06,NB12,2,,0
1795,EG53C,1ASSYL,220,CN06,NB12,2,,0
1796,GV440,1ASSYL,250,CN06,NB12,2,,0
1797,GY510,1ASSYL,260,CN06,NB12,2,,1
1798,GS45A,1ASSYL,250,CN06,NB12,2,,0
1799,FS440,1ASSYM,200,CN06,NB12,2,,0
1800,FS540,1ASSYM,200,CN06,NB12,2,,1
1801,FS441,1ASSYM,200,CN06,NB12,2,,0
1802,FS541,1ASSYM,200,CN06,NB12,2,,1
1803,FS442,1ASSYM,200,CN06,NB12,2,,0
1804,FS542,1ASSYM,200,CN06,NB12,2,,1
1805,GS540,1ASSYM,200,CN06,NB12,2,,1
1806,GS441,1ASSYM,200,CN06,NB12,2,,0
1807,FS447,1ASSYM,200,CN06,NB12,2,,0
1808,GS440,1ASSYM,200,CN06,NB12,2,,0
1809,GV450,1ASSYM,200,CN06,NB12,2,,0
1810,GV550,1ASSYM,200,CN06,NB12,2,,1
1811,GV551,1ASSYM,200,CN06,NB12,2,,0
1812,FS44A,1ASSYM,200,CN06,NB12,2,,0
1813,GS54E,1ASSYM,200,CN06,NB12,2,,1
1814,FS54A,1ASSYM,200,CN06,NB12,2,,1
1815,GS54D,1ASSYM,200,CN06,NB12,2,,1
1816,GS44E,1ASSYM,200,CN06,NB12,2,,0
1817,FS44C,1ASSYM,200,CN06,NB12,2,,0
1818,GS54C,1ASSYM,200,CN06,NB12,2,,1
1819,GS44D,1ASSYM,200,CN06,NB12,2,,0
1820,GS54B,1ASSYM,200,CN06,NB12,2,,1
1821,GS44B,1ASSYM,200,CN06,NB12,2,,0
1822,HC130,1ASSYM,200,CN06,NB12,2,,1
1823,GS554,1ASSYM,230,CN06,NB12,2,,1
1824,GS454,1ASSYM,260,CN06,NB12,2,,0
1825,GS552,1ASSYM,250,CN06,NB12,2,,1
1826,GS551,1ASSYM,250,CN06,NB12,2,,1
1827,GS452,1ASSYM,250,CN06,NB12,2,,1
1828,GS550,1ASSYM,260,CN06,NB12,2,,0
1829,GS451,1ASSYM,200,CN06,NB12,2,,1
1830,GS150,1ASSYM,200,CN06,NB12,2,,1
1831,GV440,1ASSYM,200,CN06,NB12,2,,0
1832,GV541,1ASSYM,200,CN06,NB12,2,,1
1833,HS355,1ASSYM,100,CN06,NB12,2,,1
1834,GS55A,1ASSYM,200,CN06,NB12,2,,0
1835,HS155,1ASSYM,200,CN06,NB12,2,,1
1836,GS45A,1ASSYM,200,CN06,NB12,2,,0
1837,GS457,1ASSYN,260,CN06,NB12,2,,0
1838,GS554,1ASSYN,300,CN06,NB12,2,,0
1839,GS454,1ASSYN,300,CN06,NB12,2,,1
1840,GS552,1ASSYN,300,CN06,NB12,2,,1
1841,GS453,1ASSYN,260,CN06,NB12,2,,1
1842,GS551,1ASSYN,300,CN06,NB12,2,,0
1843,GS540,1ASSYN,260,CN06,NB12,2,,0
1844,GS452,1ASSYN,300,CN06,NB12,2,,1
1845,GS550,1ASSYN,300,CN06,NB12,2,,0
1846,GS451,1ASSYN,300,CN06,NB12,2,,1
1847,GS450,1ASSYN,300,CN06,NB12,2,,1
1848,GV550,1ASSYN,260,CN06,NB12,2,,0
1849,GV551,1ASSYN,260,CN06,NB12,2,,0
1850,FS54A,1ASSYN,260,CN06,NB12,2,,1
1851,GS54D,1ASSYN,260,CN06,NB12,2,,1
1852,GS55A,1ASSYN,260,CN06,NB12,2,,1
1853,GS454,1ASSYO,100,CN06,NB12,2,,1
1854,GS452,1ASSYO,100,CN06,NB12,2,,1
1855,GS450,1ASSYO,100,CN06,NB12,2,,1
1856,EYG11,1SUBA,203,CN06,NB12,2,,1
1857,EYG10,1SUBA,203,CN06,NB12,2,,1
1858,FYG81,1SUBA,203,CN06,NB12,2,,1
1859,FYG80,1SUBA,203,CN06,NB12,2,,1
1860,ES430,1SUBA,231,CN06,NB12,2,,1
1861,FYG41,1SUBA,203,CN06,NB12,2,,1
1862,ES532,1SUBA,231,CN06,NB12,2,,1
1863,ES433,1SUBA,231,CN06,NB12,2,,1
1864,ES434,1SUBA,231,CN06,NB12,2,,1
1865,ES530,1SUBA,231,CN06,NB12,2,,1
1866,ES432,1SUBA,231,CN06,NB12,2,,1
1867,EYG71,1SUBA,203,CN06,NB12,2,,1
1868,EYG70,1SUBA,203,CN06,NB12,2,,1
1869,EYG20,1SUBA,203,CN06,NB12,2,,1
1870,FS431,1SUBA,231,CN06,NB12,2,,1
1871,FS531,1SUBA,231,CN06,NB12,2,,1
1872,FS532,1SUBA,231,CN06,NB12,2,,1
1873,FS433,1SUBA,231,CN06,NB12,2,,1
1874,FS533,1SUBA,231,CN06,NB12,2,,1
1875,FS434,1SUBA,231,CN06,NB12,2,,1
1876,FS534,1SUBA,231,CN06,NB12,2,,1
1877,FS435,1SUBA,231,CN06,NB12,2,,1
1878,FS535,1SUBA,231,CN06,NB12,2,,1
1879,FS436,1SUBA,231,CN06,NB12,2,,1
1880,DYG61,1SUBA,203,CN06,NB12,2,,1
1881,FS536,1SUBA,231,CN06,NB12,2,,1
1882,DYG60,1SUBA,203,CN06,NB12,2,,1
1883,FYG50,1SUBA,203,CN06,NB12,2,,1
1884,FS537,1SUBA,231,CN06,NB12,2,,1
1885,FS538,1SUBA,231,CN06,NB12,2,,1
1886,FS539,1SUBA,231,CN06,NB12,2,,1
1887,EYG11,1SUBB,203,CN06,NB12,2,,1
1888,EYG10,1SUBB,203,CN06,NB12,2,,1
1889,FYG81,1SUBB,203,CN06,NB12,2,,1
1890,FYG80,1SUBB,203,CN06,NB12,2,,1
1891,ES430,1SUBB,231,CN06,NB12,2,,1
1892,FYG41,1SUBB,203,CN06,NB12,2,,1
1893,ES532,1SUBB,231,CN06,NB12,2,,1
1894,ES433,1SUBB,231,CN06,NB12,2,,1
1895,ES434,1SUBB,231,CN06,NB12,2,,1
1896,ES530,1SUBB,231,CN06,NB12,2,,1
1897,ES432,1SUBB,231,CN06,NB12,2,,1
1898,EYG71,1SUBB,203,CN06,NB12,2,,1
1899,EYG70,1SUBB,203,CN06,NB12,2,,1
1900,EYG20,1SUBB,203,CN06,NB12,2,,1
1901,FS431,1SUBB,231,CN06,NB12,2,,1
1902,FS531,1SUBB,231,CN06,NB12,2,,1
1903,FS532,1SUBB,231,CN06,NB12,2,,1
1904,FS433,1SUBB,231,CN06,NB12,2,,1
1905,FS533,1SUBB,231,CN06,NB12,2,,1
1906,FS434,1SUBB,231,CN06,NB12,2,,1
1907,FS534,1SUBB,231,CN06,NB12,2,,1
1908,FS435,1SUBB,231,CN06,NB12,2,,1
1909,FS535,1SUBB,231,CN06,NB12,2,,1
1910,FS436,1SUBB,231,CN06,NB12,2,,1
1911,DYG61,1SUBB,203,CN06,NB12,2,,1
1912,FS536,1SUBB,231,CN06,NB12,2,,1
1913,DYG60,1SUBB,203,CN06,NB12,2,,1
1914,FYG50,1SUBB,203,CN06,NB12,2,,1
1915,FS537,1SUBB,231,CN06,NB12,2,,1
1916,FS538,1SUBB,231,CN06,NB12,2,,1
1917,FS539,1SUBB,231,CN06,NB12,2,,1
1918,EYG71,1SUBF-1,50,CN06,NB12,2,,1
1919,EYG70,1SUBF-1,50,CN06,NB12,2,,1
1920,FYG81,1SUBF-1,126,CN06,NB12,2,,1
1921,FYG80,1SUBF-1,126,CN06,NB12,2,,1
1922,DYG61,1SUBF-2,50,CN06,NB12,2,,1
1923,GS341,1SUBF-2,231,CN06,NB12,2,,1
1924,DYG60,1SUBF-2,50,CN06,NB12,2,,1
1925,GS340,1SUBF-2,231,CN06,NB12,2,,1
1926,FYG81,1SUBF-2,126,CN06,NB12,2,,1
1927,FYG80,1SUBF-2,126,CN06,NB12,2,,1
1928,EYG71,1SUBF-3,50,CN06,NB12,2,,1
1929,EYG70,1SUBF-3,50,CN06,NB12,2,,1
1930,DYG61,1SUBF-3,50,CN06,NB12,2,,1
1931,DYG60,1SUBF-3,50,CN06,NB12,2,,1
1932,CYG50,1SUBF-4,50,CN06,NB12,2,,1
1933,EYG71,1SUBF-4,50,CN06,NB12,2,,1
1934,EYG70,1SUBF-4,50,CN06,NB12,2,,1
1935,GT4A1,2ASSYA,240,CN06,NB01,2,,0
1936,GT4A0,2ASSYA,240,CN06,NB01,2,,1
1937,FT490,2ASSYA,240,CN06,NB01,2,,1
1938,EE480,2ASSYB,235,CN06,NB01,2,,0
1939,FE595,2ASSYB,235,CN06,NB01,2,,0
1940,FE495,2ASSYB,235,CN06,NB01,2,,0
1941,GE4B0,2ASSYB,235,CN06,NB01,2,,0
1942,GE5B0,2ASSYB,235,CN06,NB01,2,,0
1943,HE4A0,2ASSYB,235,CN06,NB01,2,,0
1944,FE490,2ASSYB,235,CN06,NB01,2,,0
1945,FR4A0,2ASSYB,235,CN06,NB01,2,,0
1946,FE590,2ASSYB,235,CN06,NB01,2,,0
1947,GE420,2ASSYB,235,CN06,NB01,2,,0
1948,GE520,2ASSYB,235,CN06,NB01,2,,0
1949,FE4A0,2ASSYB,235,CN06,NB01,2,,1
1950,FE5A0,2ASSYB,235,CN06,NB01,2,,0
1951,FE4A1,2ASSYB,235,CN06,NB01,2,,0
1952,GL4A0,2ASSYD,150,CN06,NB01,2,,0
1953,GP5A0,2ASSYD,150,CN06,NB01,2,,1
1954,GT5A0,2ASSYD,150,CN06,NB01,2,,0
1955,GL4A5,2ASSYD,150,CN06,NB01,2,,0
1956,GT4A0,2ASSYD,150,CN06,NB01,2,,0
1957,GL5A0,2ASSYE,240,CN06,NB01,2,,0
1958,GL4A0,2ASSYE,240,CN06,NB01,2,,0
1959,HL4A0,2ASSYE,240,CN06,NB01,2,,0
1960,GL4A5,2ASSYE,240,CN06,NB01,2,,0
1961,FL490,2ASSYE,240,CN06,NB01,2,,0
1962,HL5A0,2ASSYE,240,CN06,NB01,2,,0
1963,EL580,2ASSYE,240,CN06,NB01,2,,1
1964,EL480,2ASSYE,240,CN06,NB01,2,,0
1965,FL590,2ASSYE,240,CN06,NB01,2,,1
1966,GL5A5,2ASSYE,240,CN06,NB01,2,,0
1967,HP4B1,2ASSYF,150,CN06,NB01,2,,0
1968,GP431,2ASSYF,180,CN06,NB01,2,,0
1969,GP540,2ASSYF,130,CN06,NB01,2,,0
1970,HT4B5,2ASSYF,150,CN06,NB01,2,,0
1971,HP4B2,2ASSYF,150,CN06,NB01,2,,0
1972,GP740,2ASSYF,130,CN06,NB01,2,,0
1973,HT4B1,2ASSYF,150,CN06,NB01,2,,0
1974,FA495,2ASSYF,180,CN06,NB01,2,,0
1975,GT490,2ASSYF,180,CN06,NB01,2,,0
1976,GP5A1,2ASSYF,130,CN06,NB01,2,,1
1977,GP54G,2ASSYF,130,CN06,NB01,2,,0
1978,GT4A5,2ASSYF,180,CN06,NB01,2,,0
1979,FP730,2ASSYF,130,CN06,NB01,2,,1
1980,GP5A0,2ASSYF,180,CN06,NB01,2,,0
1981,FP531,2ASSYF,180,CN06,NB01,2,,0
1982,GT5A1,2ASSYF,180,CN06,NB01,2,,0
1983,GP4A0,2ASSYF,130,CN06,NB01,2,,1
1984,FP530,2ASSYF,130,CN06,NB01,2,,1
1985,GT5A0,2ASSYF,180,CN06,NB01,2,,0
1986,GT4A1,2ASSYF,180,CN06,NB01,2,,0
1987,GT4A0,2ASSYF,180,CN06,NB01,2,,0
1988,FT490,2ASSYF,140,CN06,NB01,2,,0
1989,FT590,2ASSYF,180,CN06,NB01,2,,0
1990,HP4B1,2ASSYG,200,CN06,NB01,2,,0
1991,EE480,2ASSYG,220,CN06,NB01,2,,0
1992,FE595,2ASSYG,220,CN06,NB01,2,,0
1993,FE495,2ASSYG,220,CN06,NB01,2,,0
1994,GE4B0,2ASSYG,220,CN06,NB01,2,,1
1995,GE5B0,2ASSYG,220,CN06,NB01,2,,0
1996,FA495,2ASSYG,200,CN06,NB01,2,,0
1997,GP5A1,2ASSYG,200,CN06,NB01,2,,0
1998,FP531,2ASSYG,200,CN06,NB01,2,,0
1999,FE490,2ASSYG,220,CN06,NB01,2,,0
2000,GT5A1,2ASSYG,200,CN06,NB01,2,,0
2001,GP4A0,2ASSYG,200,CN06,NB01,2,,0
2002,FR4A0,2ASSYG,220,CN06,NB01,2,,1
2003,GT4A1,2ASSYG,200,CN06,NB01,2,,0
2004,GT4A0,2ASSYG,200,CN06,NB01,2,,0
2005,GE420,2ASSYG,220,CN06,NB01,2,,1
2006,FT490,2ASSYG,200,CN06,NB01,2,,0
2007,GE520,2ASSYG,220,CN06,NB01,2,,1
2008,FE4A0,2ASSYG,220,CN06,NB01,2,,1
2009,FT590,2ASSYG,200,CN06,NB01,2,,0
2010,FE5A0,2ASSYG,220,CN06,NB01,2,,1
2011,FE4A1,2ASSYG,220,CN06,NB01,2,,1
2012,GY55B,2ASSYH,240,CN06,NB01,2,,0
2013,GY55D,2ASSYH,240,CN06,NB01,2,,0
2014,HC150,2ASSYH,200,CN06,NB01,2,,0
2015,GY55F,2ASSYH,240,CN06,NB01,2,,0
2016,GY55H,2ASSYH,240,CN06,NB01,2,,0
2017,GY55K,2ASSYH,240,CN06,NB01,2,,0
2018,GY55M,2ASSYH,240,CN06,NB01,2,,0
2019,GY550,2ASSYH,240,CN06,NB01,2,,0
2020,GY55R,2ASSYH,240,CN06,NB01,2,,0
2021,GY552,2ASSYH,240,CN06,NB01,2,,0
2022,GY554,2ASSYH,240,CN06,NB01,2,,0
2023,GY55W,2ASSYH,240,CN06,NB01,2,,0
2024,GY557,2ASSYH,240,CN06,NB01,2,,0
2025,GY559,2ASSYH,240,CN06,NB01,2,,0
2026,GY55B,2ASSYI,210,CN06,NB01,2,,0
2027,GL5A0,2ASSYI,200,CN06,NB01,2,,0
2028,GY55H,2ASSYI,210,CN06,NB01,2,,0
2029,FR4A0,2ASSYI,200,CN06,NB01,2,,1
2030,GY55K,2ASSYI,210,CN06,NB01,2,,0
2031,FE4A0,2ASSYI,200,CN06,NB01,2,,1
2032,GY550,2ASSYI,200,CN06,NB01,2,,0
2033,GL5A5,2ASSYI,200,CN06,NB01,2,,0
2034,FE5A0,2ASSYI,200,CN06,NB01,2,,1
2035,GY55R,2ASSYJ,250,CN06,NB01,2,,0
2036,GY55B,2ASSYJ,250,CN06,NB01,2,,0
2037,GY552,2ASSYJ,250,CN06,NB01,2,,0
2038,GY55D,2ASSYJ,250,CN06,NB01,2,,1
2039,GY554,2ASSYJ,250,CN06,NB01,2,,0
2040,GY55W,2ASSYJ,250,CN06,NB01,2,,0
2041,GY557,2ASSYJ,250,CN06,NB01,2,,0
2042,GY55F,2ASSYJ,250,CN06,NB01,2,,0
2043,GY559,2ASSYJ,250,CN06,NB01,2,,0
2044,GY55H,2ASSYJ,250,CN06,NB01,2,,0
2045,GY55K,2ASSYJ,250,CN06,NB01,2,,0
2046,GY55M,2ASSYJ,250,CN06,NB01,2,,0
2047,GL4A0,2ASSYK,150,CN06,NB01,2,,1
2048,FE490,2ASSYK,200,CN06,NB01,2,,0
2049,GP4A0,2ASSYK,120,CN06,NB01,2,,0
2050,GT4A1,2ASSYK,120,CN06,NB01,2,,0
2051,GL4A5,2ASSYK,150,CN06,NB01,2,,1
2052,GT4A0,2ASSYK,120,CN06,NB01,2,,0
2053,FE495,2ASSYK,200,CN06,NB01,2,,0
2054,GE420,2ASSYK,200,CN06,NB01,2,,0
2055,FT490,2ASSYK,200,CN06,NB01,2,,0
2056,GE520,2ASSYK,200,CN06,NB01,2,,0
2057,FE5A0,2ASSYK,200,CN06,NB01,2,,0
2058,HC110,2ASSYL,200,CN06,NB01,2,,0
2059,HC131,2ASSYL,250,CN06,NB01,2,,0
2060,HC150,2ASSYL,200,CN06,NB01,2,,0
2061,HS355,2ASSYL,200,CN06,NB01,2,,0
2062,HC130,2ASSYL,250,CN06,NB01,2,,1
2063,HS155,2ASSYL,200,CN06,NB01,2,,0
2064,HS152,2ASSYL,200,CN06,NB01,2,,0
2065,HC110,2ASSYM,220,CN06,NB01,2,,0
2066,HC131,2ASSYM,250,CN06,NB01,2,,0
2067,HC150,2ASSYM,220,CN06,NB01,2,,0
2068,HS355,2ASSYM,220,CN06,NB01,2,,0
2069,HC130,2ASSYM,250,CN06,NB01,2,,1
2070,HS155,2ASSYM,220,CN06,NB01,2,,0
2071,GS150,2ASSYM,220,CN06,NB01,2,,0
2072,GY55B,2ASSYN,60,CN06,NB01,2,,0
2073,GY559,2ASSYN,60,CN06,NB01,2,,0
2074,GY55K,2ASSYN,60,CN06,NB01,2,,1
2075,HT4B6,2ASSYO,200,CN06,NB01,2,,0
2076,GYG50,2ASSYO,240,CN06,NB01,2,,1
2077,GYG40,2ASSYO,240,CN06,NB01,2,,1
2078,GX4A0,2ASSYO,240,CN06,NB01,2,,1
2079,HX3B5,2ASSYO,240,CN06,NB01,2,,0
2080,GX490,2ASSYO,240,CN06,NB01,2,,1
2081,HX4B0,2ASSYO,240,CN06,NB01,2,,1
2082,HYG60,2ASSYO,240,CN06,NB01,2,,1
2083,FYG40,2ASSYO,240,CN06,NB01,2,,1
2084,FR4A0,2ASSYO,220,CN06,NB01,2,,0
2085,GT4A1,2ASSYO,200,CN06,NB01,2,,0
2086,GT4A0,2ASSYO,200,CN06,NB01,2,,0
2087,FX490,2ASSYO,240,CN06,NB01,2,,1
2088,FE4A0,2ASSYO,200,CN06,NB01,2,,0
2089,DMX3A,2ASSYO,130,CN06,NB01,2,,1
2090,FU420,2ASSYP,200,CN06,NB01,2,,1
2091,GFP51,2ASSYP,200,CN06,NB01,2,,0
2092,GFP50,2ASSYP,200,CN06,NB01,2,,0
2093,FU421,2ASSYP,200,CN06,NB01,2,,1
2094,FU423,2ASSYP,150,CN06,NB01,2,,1
2095,GX3A1,2ASSYX,150,CN06,NB01,2,,1
2096,GYG40,2SUBA,90,CN06,,2,,1
2097,FYG40,2SUBA,90,CN06,,2,,1
2098,FYG40,2SUBC-1,90,CN06,NB01,2,COVER ASSY,1
2099,GYG40,2SUBD-1,90,CN06,NB01,2,COVER ASSY,1
2100,DMX3A,2SUBD-1,72,CN06,NB01,2,COVER ASSY,1
2101,FA491,2SUBE-1,210,CN06,NB01,2,COVER ASSY,1
2102,CT470,2SUBE-1,220,CN06,NB01,2,COVER ASSY,1
2103,ET480,2SUBE-1,220,CN06,NB01,2,COVER ASSY,1
2104,FP531,2SUBE-1,210,CN06,NB01,2,COVER ASSY,1
2105,EA481,2SUBE-1,220,CN06,NB01,2,COVER ASSY,1
2106,FT490,2SUBE-1,210,CN06,NB01,2,COVER ASSY,1
2107,FT590,2SUBE-1,210,CN06,NB01,2,COVER ASSY,1
2108,FT491,2SUBE-1,210,CN06,NB01,2,COVER ASSY,1
2109,FA491,2SUBE-2,210,CN06,NB01,2,LOG UP ASSY,1
2110,CT470,2SUBE-2,220,CN06,NB01,2,LOG UP ASSY,1
2111,ET480,2SUBE-2,220,CN06,NB01,2,LOG UP ASSY,1
2112,FP531,2SUBE-2,210,CN06,NB01,2,LOG UP ASSY,1
2113,EA481,2SUBE-2,220,CN06,NB01,2,LOG UP ASSY,1
2114,FT490,2SUBE-2,210,CN06,NB01,2,LOG UP ASSY,1
2115,FT590,2SUBE-2,210,CN06,NB01,2,LOG UP ASSY,1
2116,FT491,2SUBE-2,210,CN06,NB01,2,LOG UP ASSY,1
2117,FE595,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2118,FE495,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2119,FE490,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2120,FE590,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2121,FE4A0,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2122,FE5A0,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2123,EE480,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2124,EE580,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2125,ER480,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2126,EE485,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2127,EE585,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2128,FR490,2SUBF-1,260,CN06,NB01,2,COVER ASSY,1
2129,FE595,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2130,FE495,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2131,FE490,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2132,FE590,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2133,FE4A0,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2134,FE5A0,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2135,EE480,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2136,EE580,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2137,ER480,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2138,EE485,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2139,EE585,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2140,FR490,2SUBF-2,260,CN06,NB01,2,LOG UP ASSY,1
2141,EE480,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2142,EE580,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2143,FE490,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2144,FE590,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2145,FE595,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2146,FE495,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2147,ER480,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2148,EE485,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2149,FE4A0,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2150,EE585,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2151,FR490,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2152,FE5A0,2SUBG-1,260,CN06,NB01,2,COVER ASSY,1
2153,EE480,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2154,EE580,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2155,FE490,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2156,FE590,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2157,FE595,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2158,FE495,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2159,ER480,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2160,EE485,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2161,FE4A0,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2162,EE585,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2163,FR490,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
2164,FE5A0,2SUBG-2,260,CN06,NB01,2,LOG UP ASSY,1
